name;machine;experiment;material;sample;fluid;method;type of energy;value (J/m^2);min (J/m^2);max (J/m^2);type of slip;value (m);min (m);max (m);normal stress (MPa);conf stress (MPa);pore press (MPa);stress drop (MPa);T (°C);peak slip velocity (m/s);Reference;Collection;Notes;Group;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);19000000;;;Dth;6.94;;;4.9;;;;;1.18;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);14600000;;;Dth;7.15;;;4.9;;;;;1.17;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);14000000;;;Dth;4.97;;;6.1;;;;;1.18;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);15200000;;;Dth;4.87;;;6.1;;;;;1.17;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);16700000;;;Dth;2.87;;;7.2;;;;;1.13;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);27400000;;;Dth;6.55;;;7.2;;;;;1.13;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);12200000;;;Dth;3.42;;;7.3;;;;;1.18;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);27300000;;;Dth;7.17;;;7.3;;;;;1.17;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);20100000;;;Dth;3.44;;;7.8;;;;;1.13;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);10300000;;;Dth;1.37;;;12.1;;;;;1.18;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);8800000;;;Dth;1.23;;;12.2;;;;;1.18;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);15700000;;;Dth;2.18;;;12.2;;;;;1.18;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);32200000;;;Dth;4.7;;;12.2;;;;;1.17;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);17100000;;;Dth;2.62;;;12.3;;;;;1.17;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Carrara marble (calcite);saw-cut;intact rock;;Wb(Dth);12000000;;;Dth;1.95;;;13.4;;;;;1.18;Han et al., 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Dolomite;saw-cut;intact rock;;Wb(Dth);26900000;;;Dth;4.74;;;12.2;;;;;1.17;Han et al., 2010;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Gabbro;saw-cut;intact rock;;Wb(Dth);7500000;;;Dth;1.01;;;15.5;;;;;1.14;Nielsen et al., 2008;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Gabbro;saw-cut;intact rock;;Wb(Dth);5100000;;;Dth;2.13;;;5.1;;;;;1.14;Nielsen et al., 2008;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);14500000;;;Dth;1.93;;;15;;;;;1.14;Di Toro et al., 2006b;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);20200000;;;Dth;1.83;;;20;;;;;1.14;Di Toro et al., 2006b;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);12500000;;;Dth;3.13;;;10;;;;;1.14;Di Toro et al., 2006b;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);21300000;;;Dth;7.47;;;5;;;;;1.14;Di Toro et al., 2006b;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);18500000;;;Dth;3.84;;;13;;;;;1.14;Del Gaudio et al., 2009;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);14000000;;;Dth;3.6;;;15.6;;;;;1.14;Del Gaudio et al., 2009;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);11400000;;;Dth;1.6;;;16.1;;;;;1.14;Del Gaudio et al., 2009;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);24300000;;;Dth;6.79;;;7.8;;;;;1.14;Del Gaudio et al., 2009;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);22300000;;;Dth;12.57;;;5.4;;;;;1.14;Del Gaudio et al., 2009;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);20200000;;;Dth;4.51;;;10.4;;;;;1.14;Del Gaudio et al., 2009;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);14700000;;;Dth;3.65;;;13;;;;;1.14;Del Gaudio et al., 2009;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);17800000;;;Dth;5.04;;;10.4;;;;;1.14;Del Gaudio et al., 2009;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);21900000;;;Dth;3.12;;;13;;;;;1.14;Del Gaudio et al., 2009;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);22700000;;;Dth;3.23;;;13;;;;;1.14;Del Gaudio et al., 2009;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Peridotite;saw-cut;intact rock;;Wb(Dth);23700000;;;Dth;3.79;;;13;;;;;1.14;Del Gaudio et al., 2009;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Tonalite;saw-cut;intact rock;;Wb(Dth);4700000;;;Dth;0.83;;;15;;;;;1.14;Di Toro et al., 2006b;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Tonalite;saw-cut;intact rock;;Wb(Dth);5400000;;;Dth;1.33;;;10;;;;;1.14;Di Toro et al., 2006b;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Tonalite;saw-cut;intact rock;;Wb(Dth);4800000;;;Dth;0.85;;;20;;;;;1.14;Di Toro et al., 2006b;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Tonalite;saw-cut;intact rock;;Wb(Dth);2800000;;;Dth;1.13;;;15;;;;;1.2;Di Toro et al., 2006b;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Tonalite;saw-cut;intact rock;;Wb(Dth);3000000;;;Dth;1.2;;;10;;;;;1.19;Di Toro et al., 2006b;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Serpentinite HVR694;saw-cut;intact rock;;Wb(Dth);193000;;;Dth;0.044;;;24.5;;;;;1.14;Hirose & Bystricky, 2007;Seyler et al., 2020;tab sm;3;;;
;rotary;trapezoidal;Serpentinite HVR719;saw-cut;intact rock;;Wb(Dth);112000;;;Dth;0.273;;;2.6;;;;;1.14;Hirose & Bystricky, 2007;Seyler et al., 2020;tab sm;3;;;
1;triaxial;stick slip;granite;saw-cut;;;WT;15840;;;slip;0.00016;;;104;45;;12;;;Aubry et al., 2018;;tab s1;;;;
;triaxial;stick slip;granite;saw-cut;;;WT;21945;;;slip;0.00021;;;110;45;;17;;;Aubry et al., 2018;;tab s1;;;;
3;triaxial;stick slip;granite;saw-cut;;;WT;24610;;;slip;0.00023;;;112;45;;20;;;Aubry et al., 2018;;tab s1;;;;
6;triaxial;stick slip;granite;saw-cut;;;WT;1505;;;slip;0.00005;;;107;90;;2;;;Aubry et al., 2018;;tab s1;;;;
7;triaxial;stick slip;granite;saw-cut;;;WT;1864;;;slip;0.000057;;;109;90;;1.7;;;Aubry et al., 2018;;tab s1;;;;
8;triaxial;stick slip;granite;saw-cut;;;WT;1932;;;slip;0.000058;;;111;90;;0.5;;;Aubry et al., 2018;;tab s1;;;;
9;triaxial;stick slip;granite;saw-cut;;;WT;2308;;;slip;0.00007;;;110;90;;2.4;;;Aubry et al., 2018;;tab s1;;;;
10;triaxial;stick slip;granite;saw-cut;;;WT;2186;;;slip;0.000062;;;111;90;;3;;;Aubry et al., 2018;;tab s1;;;;
11;triaxial;stick slip;granite;saw-cut;;;WT;3179;;;slip;0.000082;;;113;90;;4;;;Aubry et al., 2018;;tab s1;;;;
12;triaxial;stick slip;granite;saw-cut;;;WT;6493;;;slip;0.00015;;;116;90;;5.6;;;Aubry et al., 2018;;tab s1;;;;
13;triaxial;stick slip;granite;saw-cut;;;WT;7800;;;slip;0.00016;;;121;90;;8.2;;;Aubry et al., 2018;;tab s1;;;;
14;triaxial;stick slip;granite;saw-cut;;;WT;14031;;;slip;0.00026;;;125;90;;11.3;;;Aubry et al., 2018;;tab s1;;;;
15;triaxial;stick slip;granite;saw-cut;;;WT;22408;;;slip;0.00036;;;131;90;;16.9;;;Aubry et al., 2018;;tab s1;;;;
16;triaxial;stick slip;granite;saw-cut;;;WT;21368;;;slip;0.00032;;;134;90;;20.2;;;Aubry et al., 2018;;tab s1;;;;
17;triaxial;stick slip;granite;saw-cut;;;WT;26697;;;slip;0.00038;;;137;90;;21;;;Aubry et al., 2018;;tab s1;;;;
18;triaxial;stick slip;granite;saw-cut;;;WT;28423;;;slip;0.00039;;;139;90;;23.2;;;Aubry et al., 2018;;tab s1;;;;
1;triaxial;stick slip;granite;saw-cut;;;WT;83160;;;slip;0.00072;;;264;180;;41.1;;;Aubry et al., 2018;;tab s1;;;;
2;triaxial;stick slip;granite;saw-cut;;;WT;295815;;;slip;0.00123;;;300;180;;75;;;Aubry et al., 2018;;tab s1;;;;
1;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;15480.8;;;slip;0.000048;;;0.55;;dry;0.06;;;Lockner & Okubo, 1983;;tab 1;;;;
2;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;16317.6;;;slip;0.00005;;;0.55;;dry;0.06;;;Lockner & Okubo, 1983;;tab 1;;;;
3;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;34727.2;;;slip;0.00006;;;1.1;;dry;0.11;;;Lockner & Okubo, 1983;;tab 1;;;;
4;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;37656;;;slip;0.000064;;;1.1;;dry;0.11;;;Lockner & Okubo, 1983;;tab 1;;;;
5;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;51881.6;;;slip;0.000062;;;1.66;;dry;0.14;;;Lockner & Okubo, 1983;;tab 1;;;;
6;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;60249.6;;;slip;0.00007;;;1.66;;dry;0.13;;;Lockner & Okubo, 1983;;tab 1;;;;
7;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;79496;;;slip;0.000073;;;2.21;;dry;0.18;;;Lockner & Okubo, 1983;;tab 1;;;;
8;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;94140;;;slip;0.000084;;;2.21;;dry;0.19;;;Lockner & Okubo, 1983;;tab 1;;;;
9;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;124683.2;;;slip;0.000093;;;2.76;;dry;0.23;;;Lockner & Okubo, 1983;;tab 1;;;;
10;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;132632.8;;;slip;0.000097;;;2.76;;dry;0.23;;;Lockner & Okubo, 1983;;tab 1;;;;
11;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;230538.4;;;slip;0.000145;;;3.31;;dry;0.31;;;Lockner & Okubo, 1983;;tab 1;;;;
12;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;207108;;;slip;0.000128;;;3.31;;dry;0.31;;;Lockner & Okubo, 1983;;tab 1;;;;
13;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;270286.4;;;slip;0.000127;;;4.41;;dry;0.38;;;Lockner & Okubo, 1983;;tab 1;;;;
14;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;307942.4;;;slip;0.000142;;;4.41;;dry;0.38;;;Lockner & Okubo, 1983;;tab 1;;;;
15;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;240161.6;;;slip;0.000119;;;4.41;;dry;0.28;;;Lockner & Okubo, 1983;;tab 1;;;;
16;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;274470.4;;;slip;0.000134;;;4.41;;dry;0.31;;;Lockner & Okubo, 1983;;tab 1;;;;
17;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;144348;;;slip;0.000074;;;4.41;;dry;0.23;;;Lockner & Okubo, 1983;;tab 1;;;;
18;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;212965.6;;;slip;0.000105;;;4.41;;dry;0.29;;;Lockner & Okubo, 1983;;tab 1;;;;
19;large-sample biaxial;stick slip;granite;saw-cut;dry;;WT;223007.2;;;slip;0.000126;;;3.45;;dry;0.28;;;Lockner & Okubo, 1983;;tab 1;;;;
20;large-sample biaxial;stick slip;granite;saw-cut;water;;WT;505427.2;;;slip;0.000262;;;3.45;;0;0.49;;;Lockner & Okubo, 1983;;tab 1;;;;
21;large-sample biaxial;stick slip;granite;saw-cut;water;;WT;334720;;;slip;0.000182;;;3.45;;0.34;0.44;;;Lockner & Okubo, 1983;;tab 1;;;;
22;large-sample biaxial;stick slip;granite;saw-cut;water;;WT;402919.2;;;slip;0.000218;;;3.45;;0.34;0.42;;;Lockner & Okubo, 1983;;tab 1;;;;
23;large-sample biaxial;stick slip;granite;saw-cut;water;;WT;255642.4;;;slip;0.000154;;;3.45;;1.31;0.32;;;Lockner & Okubo, 1983;;tab 1;;;;
24;large-sample biaxial;stick slip;granite;saw-cut;water;;WT;150205.6;;;slip;0.000158;;;3.45;;2.76;0.16;;;Lockner & Okubo, 1983;;tab 1;;;;
B518-1;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.6830964;;;slip of event;2.32424E-05;;;35;;;0.28831732;;;Scuderi et al., 2020;;pers comm;2;;;
B518-2;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.655697;;;slip of event;2.31348E-05;;;35;;;0.28628089;;;Scuderi et al., 2020;;pers comm;2;;;
B518-3;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.1304515;;;slip of event;2.71854E-05;;;35;;;0.31743787;;;Scuderi et al., 2020;;pers comm;2;;;
B518-4;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.9323371;;;slip of event;2.54895E-05;;;35;;;0.30492868;;;Scuderi et al., 2020;;pers comm;2;;;
B518-5;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.1395189;;;slip of event;2.65007E-05;;;35;;;0.31015223;;;Scuderi et al., 2020;;pers comm;2;;;
B518-6;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.7855776;;;slip of event;2.37003E-05;;;35;;;0.29675996;;;Scuderi et al., 2020;;pers comm;2;;;
B518-7;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.1147873;;;slip of event;2.72031E-05;;;35;;;0.3094747;;;Scuderi et al., 2020;;pers comm;2;;;
B518-8;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.8915145;;;slip of event;2.47344E-05;;;35;;;0.2927127;;;Scuderi et al., 2020;;pers comm;2;;;
B518-9;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.9794829;;;slip of event;2.45837E-05;;;35;;;0.30891368;;;Scuderi et al., 2020;;pers comm;2;;;
B518-10;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;0;;;slip of event;0;;;35;;;0;;;Scuderi et al., 2020;;pers comm;2;;;
B518-11;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.2672302;;;slip of event;2.71405E-05;;;35;;;0.31495751;;;Scuderi et al., 2020;;pers comm;2;;;
B518-12;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.7199555;;;slip of event;2.4687E-05;;;35;;;0.28635566;;;Scuderi et al., 2020;;pers comm;2;;;
B518-13;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.8350779;;;slip of event;2.39248E-05;;;35;;;0.30941079;;;Scuderi et al., 2020;;pers comm;2;;;
B518-14;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.710655;;;slip of event;2.35286E-05;;;35;;;0.2787613;;;Scuderi et al., 2020;;pers comm;2;;;
B518-15;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.2566745;;;slip of event;2.63648E-05;;;35;;;0.32672349;;;Scuderi et al., 2020;;pers comm;2;;;
B518-16;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.9571611;;;slip of event;2.42209E-05;;;35;;;0.3119893;;;Scuderi et al., 2020;;pers comm;2;;;
B518-17;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.9077439;;;slip of event;2.28008E-05;;;35;;;0.29798031;;;Scuderi et al., 2020;;pers comm;2;;;
B518-18;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.3288342;;;slip of event;2.65705E-05;;;35;;;0.3305765;;;Scuderi et al., 2020;;pers comm;2;;;
B518-19;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.1168859;;;slip of event;2.56959E-05;;;35;;;0.30639202;;;Scuderi et al., 2020;;pers comm;2;;;
B518-20;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.0470775;;;slip of event;2.39537E-05;;;35;;;0.3254899;;;Scuderi et al., 2020;;pers comm;2;;;
B518-21;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.1598128;;;slip of event;2.66176E-05;;;35;;;0.30276548;;;Scuderi et al., 2020;;pers comm;2;;;
B518-22;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.1569969;;;slip of event;2.51432E-05;;;35;;;0.32621724;;;Scuderi et al., 2020;;pers comm;2;;;
B518-23;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.8595585;;;slip of event;2.45528E-05;;;35;;;0.31166951;;;Scuderi et al., 2020;;pers comm;2;;;
B518-24;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.9185864;;;slip of event;2.32559E-05;;;35;;;0.30904863;;;Scuderi et al., 2020;;pers comm;2;;;
B518-25;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.4191306;;;slip of event;2.7336E-05;;;35;;;0.33481421;;;Scuderi et al., 2020;;pers comm;2;;;
B518-26;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.3261539;;;slip of event;2.60908E-05;;;35;;;0.32461258;;;Scuderi et al., 2020;;pers comm;2;;;
B518-27;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.2442996;;;slip of event;2.56078E-05;;;35;;;0.33597575;;;Scuderi et al., 2020;;pers comm;2;;;
B518-28;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;4.1894411;;;slip of event;2.31143E-05;;;35;;;0.36800301;;;Scuderi et al., 2020;;pers comm;2;;;
B518-29;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.8304112;;;slip of event;2.75669E-05;;;35;;;0.35535013;;;Scuderi et al., 2020;;pers comm;2;;;
B518-30;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.3425346;;;slip of event;2.5734E-05;;;35;;;0.3314309;;;Scuderi et al., 2020;;pers comm;2;;;
B518-31;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.4094466;;;slip of event;2.59863E-05;;;35;;;0.3351943;;;Scuderi et al., 2020;;pers comm;2;;;
B518-32;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.1004709;;;slip of event;2.38716E-05;;;35;;;0.32284585;;;Scuderi et al., 2020;;pers comm;2;;;
B518-33;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.7452375;;;slip of event;2.69697E-05;;;35;;;0.35100162;;;Scuderi et al., 2020;;pers comm;2;;;
B518-34;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.6071692;;;slip of event;2.66149E-05;;;35;;;0.34489424;;;Scuderi et al., 2020;;pers comm;2;;;
B518-35;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.8517033;;;slip of event;2.45644E-05;;;35;;;0.29397157;;;Scuderi et al., 2020;;pers comm;2;;;
B518-36;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;2.7483523;;;slip of event;2.24981E-05;;;35;;;0.30073584;;;Scuderi et al., 2020;;pers comm;2;;;
B518-37;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.040898;;;slip of event;2.44172E-05;;;35;;;0.30480679;;;Scuderi et al., 2020;;pers comm;2;;;
B518-38;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.0678271;;;slip of event;2.49457E-05;;;35;;;0.29924422;;;Scuderi et al., 2020;;pers comm;2;;;
B518-39;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;0;;;slip of event;0;;;35;;;0;;;Scuderi et al., 2020;;pers comm;2;;;
B518-40;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.1596299;;;slip of event;2.56979E-05;;;35;;;0.31279092;;;Scuderi et al., 2020;;pers comm;2;;;
B518-41;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.0691534;;;slip of event;2.43497E-05;;;35;;;0.3019107;;;Scuderi et al., 2020;;pers comm;2;;;
B518-42;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.0367282;;;slip of event;2.32884E-05;;;35;;;0.30413054;;;Scuderi et al., 2020;;pers comm;2;;;
B518-43;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.1575873;;;slip of event;2.52194E-05;;;35;;;0.31454621;;;Scuderi et al., 2020;;pers comm;2;;;
B518-44;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.7311712;;;slip of event;2.81616E-05;;;35;;;0.34339173;;;Scuderi et al., 2020;;pers comm;2;;;
B518-45;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.4916067;;;slip of event;2.71586E-05;;;35;;;0.34518366;;;Scuderi et al., 2020;;pers comm;2;;;
B518-46;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.4765826;;;slip of event;2.56709E-05;;;35;;;0.33952715;;;Scuderi et al., 2020;;pers comm;2;;;
B518-47;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.5160557;;;slip of event;2.63587E-05;;;35;;;0.32338239;;;Scuderi et al., 2020;;pers comm;2;;;
B518-48;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;4.1236008;;;slip of event;2.94432E-05;;;35;;;0.34675914;;;Scuderi et al., 2020;;pers comm;2;;;
B518-49;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;0;;;slip of event;0;;;35;;;0;;;Scuderi et al., 2020;;pers comm;2;;;
B518-50;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.5815176;;;slip of event;2.66892E-05;;;35;;;0.33888335;;;Scuderi et al., 2020;;pers comm;2;;;
B518-51;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;0;;;slip of event;0;;;35;;;0;;;Scuderi et al., 2020;;pers comm;2;;;
B518-52;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;0;;;slip of event;0;;;35;;;0;;;Scuderi et al., 2020;;pers comm;2;;;
B518-53;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.9405946;;;slip of event;2.81096E-05;;;35;;;0.35860688;;;Scuderi et al., 2020;;pers comm;2;;;
B518-54;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.4990577;;;slip of event;2.5828E-05;;;35;;;0.33228655;;;Scuderi et al., 2020;;pers comm;2;;;
B518-55;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;0;;;slip of event;0;;;35;;;0;;;Scuderi et al., 2020;;pers comm;2;;;
B518-56;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;0;;;slip of event;0;;;35;;;0;;;Scuderi et al., 2020;;pers comm;2;;;
B518-57;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.6436444;;;slip of event;2.74791E-05;;;35;;;0.34247249;;;Scuderi et al., 2020;;pers comm;2;;;
B518-58;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;4.3590866;;;slip of event;3.02899E-05;;;35;;;0.37057206;;;Scuderi et al., 2020;;pers comm;2;;;
B518-59;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;0;;;slip of event;0;;;35;;;0;;;Scuderi et al., 2020;;pers comm;2;;;
B518-60;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;0;;;slip of event;0;;;35;;;0;;;Scuderi et al., 2020;;pers comm;2;;;
B518-61;double direct shear in triaxial;stick slip (destiffened machine);anhidrite & dolomite;gouge;;;Wb;3.6222997;;;slip of event;2.64961E-05;;;35;;;0.34102763;;;Scuderi et al., 2020;;pers comm;2;;;
